运行 ID,AB index,层/投影/AB 标识,方法,实验模式,部分加密比例,骨架优化,输出维度,输入维度,可行性,精度状态,备注,密文元素数,明文元素数,交叉块数值秩,交叉块条件数,逆方法
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,0,base_model.model.model.layers.0.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,10015.866973241344,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,1,base_model.model.model.layers.0.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,905637.5802367439,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,2,base_model.model.model.layers.0.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,23622.930025574005,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,3,base_model.model.model.layers.0.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,8395.305220208294,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,4,base_model.model.model.layers.1.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,1383.5856219605328,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,5,base_model.model.model.layers.1.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,30970.232984260114,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,6,base_model.model.model.layers.1.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,10095.259938203544,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,7,base_model.model.model.layers.1.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,8937.42061866006,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,8,base_model.model.model.layers.10.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,7196.748402788885,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,9,base_model.model.model.layers.10.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,4078.2089193257984,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,10,base_model.model.model.layers.10.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,31854.641979935204,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,11,base_model.model.model.layers.10.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,12241.298559302648,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,12,base_model.model.model.layers.11.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,4409.055558644307,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,13,base_model.model.model.layers.11.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,70221.83272797831,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,14,base_model.model.model.layers.11.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,952.0014296105759,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,15,base_model.model.model.layers.11.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,38134.523724491475,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,16,base_model.model.model.layers.12.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,5893.034983528698,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,17,base_model.model.model.layers.12.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,27222.170573939227,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,18,base_model.model.model.layers.12.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,3641.1267516818475,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,19,base_model.model.model.layers.12.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,214916.5826542952,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,20,base_model.model.model.layers.13.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,2790.052717659627,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,21,base_model.model.model.layers.13.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,22132.302858908784,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,22,base_model.model.model.layers.13.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,2061.3278481923103,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,23,base_model.model.model.layers.13.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,91402.16156699104,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,24,base_model.model.model.layers.14.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,1404.2735496891844,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,25,base_model.model.model.layers.14.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,1656.3534092827522,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,26,base_model.model.model.layers.14.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,4724.045937114919,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,27,base_model.model.model.layers.14.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,7561.838980658381,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,28,base_model.model.model.layers.15.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,2404.351748614912,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,29,base_model.model.model.layers.15.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,9816.44016488957,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,30,base_model.model.model.layers.15.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,3815.690729785015,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,31,base_model.model.model.layers.15.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,96379.40106906624,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,32,base_model.model.model.layers.16.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,7398.012995538747,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,33,base_model.model.model.layers.16.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,1933.8776558913987,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,34,base_model.model.model.layers.16.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,5031.272760961196,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,35,base_model.model.model.layers.16.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,3770.996480852957,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,36,base_model.model.model.layers.17.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,15033.646894839012,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,37,base_model.model.model.layers.17.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,1568.480107381212,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,38,base_model.model.model.layers.17.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,11891.957382884688,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,39,base_model.model.model.layers.17.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,147480.8016471051,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,40,base_model.model.model.layers.18.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,7194.184118563544,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,41,base_model.model.model.layers.18.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,27269.172748120433,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,42,base_model.model.model.layers.18.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,2969.0887091351988,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,43,base_model.model.model.layers.18.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,36110.52940506693,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,44,base_model.model.model.layers.19.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,1098.6247959200794,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,45,base_model.model.model.layers.19.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,10799.207365292044,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,46,base_model.model.model.layers.19.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,1226.5463457807095,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,47,base_model.model.model.layers.19.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,2993.6602413871624,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,48,base_model.model.model.layers.2.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,5320.458208444609,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,49,base_model.model.model.layers.2.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,95180.60024938876,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,50,base_model.model.model.layers.2.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,5970.775475651104,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,51,base_model.model.model.layers.2.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,145978.7018818354,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,52,base_model.model.model.layers.20.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,6482.698432408736,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,53,base_model.model.model.layers.20.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,125783.62904210457,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,54,base_model.model.model.layers.20.self_attn.q_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,2805.9347976532968,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,55,base_model.model.model.layers.20.self_attn.v_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,warning,外积 CKKS skeleton,44688,57456,16,46413.63955198351,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,56,base_model.model.model.layers.21.self_attn.k_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,正常,外积 CKKS skeleton,44688,57456,16,809.112342408125,inv
20260722-104135-real-d3200-outer-partial_AB-ratio25-skeleton,57,base_model.model.model.layers.21.self_attn.o_proj.lora.default,外积,partial_AB,25,开,3200,3200,可行,failure,外积 CKKS skeleton,44688,57456,16,14166281.990481304,inv
