运行 ID,AB index,层/投影/AB 标识,方法,实验模式,部分加密比例,骨架优化,输出维度,输入维度,可行性,精度状态,备注,密文元素数,明文元素数,交叉块数值秩,交叉块条件数,逆方法
20260722-102630-real-d3200-outer-partial_A-ratio25-skeleton,0,base_model.model.model.layers.0.self_attn.k_proj.lora.default,外积,partial_A,25,开,3200,3200,可行,正常,外积 CKKS skeleton,25536,76608,16,10175.161702309424,inv
20260722-102630-real-d3200-outer-partial_A-ratio25-skeleton,1,base_model.model.model.layers.0.self_attn.o_proj.lora.default,外积,partial_A,25,开,3200,3200,可行,warning,外积 CKKS skeleton,25536,76608,16,390933.3029454139,inv
20260722-102630-real-d3200-outer-partial_A-ratio25-skeleton,2,base_model.model.model.layers.0.self_attn.q_proj.lora.default,外积,partial_A,25,开,3200,3200,可行,正常,外积 CKKS skeleton,25536,76608,16,22547.09136026158,inv
20260722-102630-real-d3200-outer-partial_A-ratio25-skeleton,3,base_model.model.model.layers.0.self_attn.v_proj.lora.default,外积,partial_A,25,开,3200,3200,可行,正常,外积 CKKS skeleton,25536,76608,16,8281.836196023243,inv
20260722-102630-real-d3200-outer-partial_A-ratio25-skeleton,4,base_model.model.model.layers.1.self_attn.k_proj.lora.default,外积,partial_A,25,开,3200,3200,可行,正常,外积 CKKS skeleton,25536,76608,16,1383.529114823952,inv
20260722-102630-real-d3200-outer-partial_A-ratio25-skeleton,5,base_model.model.model.layers.1.self_attn.o_proj.lora.default,外积,partial_A,25,开,3200,3200,可行,正常,外积 CKKS skeleton,25536,76608,16,29947.52972404227,inv
20260722-102630-real-d3200-outer-partial_A-ratio25-skeleton,6,base_model.model.model.layers.1.self_attn.q_proj.lora.default,外积,partial_A,25,开,3200,3200,可行,warning,外积 CKKS skeleton,25536,76608,16,10184.94994185696,inv
20260722-102630-real-d3200-outer-partial_A-ratio25-skeleton,7,base_model.model.model.layers.1.self_attn.v_proj.lora.default,外积,partial_A,25,开,3200,3200,可行,正常,外积 CKKS skeleton,25536,76608,16,8952.733545461228,inv
20260722-102630-real-d3200-outer-partial_A-ratio25-skeleton,8,base_model.model.model.layers.10.self_attn.k_proj.lora.default,外积,partial_A,25,开,3200,3200,可行,warning,外积 CKKS skeleton,25536,76608,16,6968.342817373901,inv
20260722-102630-real-d3200-outer-partial_A-ratio25-skeleton,9,base_model.model.model.layers.10.self_attn.o_proj.lora.default,外积,partial_A,25,开,3200,3200,可行,正常,外积 CKKS skeleton,25536,76608,16,4081.2719319776415,inv
20260722-102630-real-d3200-outer-partial_A-ratio25-skeleton,10,base_model.model.model.layers.10.self_attn.q_proj.lora.default,外积,partial_A,25,开,3200,3200,可行,warning,外积 CKKS skeleton,25536,76608,16,30593.232912074098,inv
20260722-102630-real-d3200-outer-partial_A-ratio25-skeleton,11,base_model.model.model.layers.10.self_attn.v_proj.lora.default,外积,partial_A,25,开,3200,3200,可行,正常,外积 CKKS skeleton,25536,76608,16,12317.717897595243,inv
