运行 ID,AB index,层/投影/AB 标识,方法,实验模式,部分加密比例,骨架优化,输出维度,输入维度,可行性,精度状态,备注,相对 Frobenius 误差,客户端加密秒,服务端聚合秒,客户端解密秒,CUR 秒,任务总耗时秒,上传合计字节,下发合计字节,聚合阶段总网络字节
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,0,base_model.model.model.layers.0.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0001240225324201829,0.33434524293988943,0.4685146398842335,0.04526366665959358,0.06185005605220795,2.78024947270751,90634073,2351782,92985855.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,1,base_model.model.model.layers.0.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,warning,外积 CKKS skeleton,0.008413025357941816,0.33656867779791355,0.4388410523533821,0.03852091729640961,0.060761459171772,2.806680977344513,90639938,2351782,92991720.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,2,base_model.model.model.layers.0.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.00037918218303374077,0.33003044314682484,0.43654967099428177,0.042807359248399734,0.05992840230464935,2.8007590509951115,90631678,2351782,92983460.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,3,base_model.model.model.layers.0.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,9.879999220962294e-05,0.3352803448215127,0.4485790804028511,0.041602667421102524,0.06267507374286652,2.8479057885706425,90631072,2351782,92982854.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,4,base_model.model.model.layers.1.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.00011280355096837777,0.3330279625952244,0.44719308614730835,0.0420210026204586,0.06410447135567665,2.869960695505142,90633217,2351782,92984999.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,5,base_model.model.model.layers.1.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0004783514595539413,0.3450577836483717,0.4667033776640892,0.049834080040454865,0.07264704629778862,2.891685850918293,90635617,2351782,92987399.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,6,base_model.model.model.layers.1.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.000698114061337215,0.3307505426928401,0.4359503947198391,0.04186946526169777,0.06034451723098755,2.7845121808350086,90637204,2351782,92988986.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,7,base_model.model.model.layers.1.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0002829897578005277,0.34051801078021526,0.43932464346289635,0.04319760948419571,0.06350959464907646,2.8431345894932747,90635749,2351782,92987531.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,8,base_model.model.model.layers.10.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0002683327593806751,0.33701621275395155,0.4592842720448971,0.05256754904985428,0.06852834671735764,2.9007848538458347,90637026,2351782,92988808.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,9,base_model.model.model.layers.10.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,7.479890709711855e-05,0.3349866047501564,0.4393204413354397,0.0434696264564991,0.06545444950461388,2.8491324186325073,90637403,2351782,92989185.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,10,base_model.model.model.layers.10.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,warning,外积 CKKS skeleton,0.001319042433320051,0.333291107788682,0.4397476874291897,0.043268125504255295,0.07227426022291183,2.8393127098679543,90633332,2351782,92985114.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,11,base_model.model.model.layers.10.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0004319954451308693,0.3370720352977514,0.4501933269202709,0.042629674077034,0.0638854093849659,2.843870896846056,90635226,2351782,92987008.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,12,base_model.model.model.layers.11.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.00038406463177631685,0.3306720955297351,0.43786313012242317,0.04331967234611511,0.06566204875707626,2.823373921215534,90633632,2351782,92985414.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,13,base_model.model.model.layers.11.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.00024970172044836325,0.3408184265717864,0.44805364683270454,0.04366740584373474,0.057891715317964554,2.8376673832535744,90637150,2351782,92988932.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,14,base_model.model.model.layers.11.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.000265023364121389,0.3330688811838627,0.4392729513347149,0.052243057638406754,0.05852359160780907,2.779412105679512,90635415,2351782,92987197.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,15,base_model.model.model.layers.11.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.00027926869476072003,0.3315078839659691,0.4519556351006031,0.043775081634521484,0.05938491225242615,2.821996781975031,90631155,2351782,92982937.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,16,base_model.model.model.layers.12.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0001040354978315575,0.33236679900437593,0.4428102448582649,0.040017999708652496,0.05759438872337341,2.7895122915506363,90635494,2351782,92987276.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,17,base_model.model.model.layers.12.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0001689059261849877,0.33356948383152485,0.4464460238814354,0.049901753664016724,0.0573616586625576,2.7897819727659225,90638192,2351782,92989974.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,18,base_model.model.model.layers.12.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0003046389719869347,0.32727100513875484,0.43343278020620346,0.0435214638710022,0.0581204928457737,2.7413951940834522,90633375,2351782,92985157.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,19,base_model.model.model.layers.12.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,warning,外积 CKKS skeleton,0.0058413784522550645,0.326238377019763,0.4320874363183975,0.043699219822883606,0.06119942292571068,2.7533924281597137,90632752,2351782,92984534.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,20,base_model.model.model.layers.13.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0004907730699298973,0.32732546236366034,0.4344020448625088,0.0414045974612236,0.062202632427215576,2.772062264382839,90635200,2351782,92986982.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,21,base_model.model.model.layers.13.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,warning,外积 CKKS skeleton,0.0018682649199848215,0.3360765650868416,0.44478463381528854,0.0441235676407814,0.06153036653995514,2.812332432717085,90632494,2351782,92984276.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,22,base_model.model.model.layers.13.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0005290936815316382,0.3370259888470173,0.4381052739918232,0.04805002734065056,0.06912264227867126,2.8398438580334187,90633642,2351782,92985424.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,23,base_model.model.model.layers.13.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0008707427348874982,0.33183550741523504,0.44253525882959366,0.04342542588710785,0.07552609592676163,2.8067547641694546,90629766,2351782,92981548.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,24,base_model.model.model.layers.14.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.00017467853396345957,0.3259037584066391,0.4395354427397251,0.04467686638236046,0.06511005014181137,2.7648098208010197,90630992,2351782,92982774.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,25,base_model.model.model.layers.14.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,8.581578388245338e-05,0.3288069851696491,0.43398411199450493,0.04495278373360634,0.06315628439188004,2.828703500330448,90638412,2351782,92990194.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,26,base_model.model.model.layers.14.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0002544735317128309,0.33594565372914076,0.43497099354863167,0.04452812299132347,0.06191420182585716,2.82486492395401,90634266,2351782,92986048.0
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,27,base_model.model.model.layers.14.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,0.0002183521321615563,0.33429639134556055,0.4490828365087509,0.04367100074887276,0.060681864619255066,2.8025157898664474,90630382,2351782,92982164.0
