运行 ID,AB index,层/投影/AB 标识,方法,实验模式,部分加密比例,骨架优化,输出维度,输入维度,可行性,精度状态,备注,密文元素数,明文元素数,交叉块数值秩,交叉块条件数,逆方法
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,0,base_model.model.model.layers.0.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,10136.787052116004,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,1,base_model.model.model.layers.0.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,warning,外积 CKKS skeleton,11169,90975,16,1021016.1097575519,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,2,base_model.model.model.layers.0.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,22782.974646596434,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,3,base_model.model.model.layers.0.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,8325.861307264999,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,4,base_model.model.model.layers.1.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,1381.0991982092194,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,5,base_model.model.model.layers.1.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,32031.694588264276,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,6,base_model.model.model.layers.1.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,9967.854178858262,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,7,base_model.model.model.layers.1.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,9050.336366028017,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,8,base_model.model.model.layers.10.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,7016.494451135904,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,9,base_model.model.model.layers.10.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,4092.0884295272253,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,10,base_model.model.model.layers.10.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,warning,外积 CKKS skeleton,11169,90975,16,30943.342353262535,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,11,base_model.model.model.layers.10.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,12273.936673076574,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,12,base_model.model.model.layers.11.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,4390.756372510744,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,13,base_model.model.model.layers.11.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,72713.56386252928,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,14,base_model.model.model.layers.11.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,951.3849926362557,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,15,base_model.model.model.layers.11.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,36777.07339361089,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,16,base_model.model.model.layers.12.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,5942.275044900907,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,17,base_model.model.model.layers.12.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,29037.16970587185,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,18,base_model.model.model.layers.12.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,3635.137334804723,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,19,base_model.model.model.layers.12.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,warning,外积 CKKS skeleton,11169,90975,16,193302.35034864553,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,20,base_model.model.model.layers.13.self_attn.k_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,2792.926531148423,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,21,base_model.model.model.layers.13.self_attn.o_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,warning,外积 CKKS skeleton,11169,90975,16,21836.47328983351,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,22,base_model.model.model.layers.13.self_attn.q_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,2051.663552424682,inv
20260722-105722-real-d3200-outer-partial_AB-ratio5-skeleton,23,base_model.model.model.layers.13.self_attn.v_proj.lora.default,外积,partial_AB,5,开,3200,3200,可行,正常,外积 CKKS skeleton,11169,90975,16,94638.55596034475,inv
