运行 ID,AB index,层/投影/AB 标识,方法,实验模式,部分加密比例,骨架优化,输出维度,输入维度,可行性,精度状态,备注,相对 Frobenius 误差,客户端加密秒,服务端聚合秒,客户端解密秒,CUR 秒,任务总耗时秒,上传合计字节,下发合计字节,聚合阶段总网络字节
20260721-194847-real-d3200-outer-partial_AB-ratio1-full,0,base_model.model.model.layers.0.self_attn.k_proj.lora.default,外积,partial_AB,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.9847343702269e-06,2.314481628127396,2.8965343981981277,0.5162089355289936,0.0,14.592556573450565,3235434462,169059034,3404493496.0
20260721-194847-real-d3200-outer-partial_AB-ratio1-full,1,base_model.model.model.layers.0.self_attn.o_proj.lora.default,外积,partial_AB,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,3.3051581045379737e-06,2.1379329385235906,2.660698227584362,0.5195224210619926,0.0,13.675358511507511,3235434289,169059034,3404493323.0
20260721-194847-real-d3200-outer-partial_AB-ratio1-full,2,base_model.model.model.layers.0.self_attn.q_proj.lora.default,外积,partial_AB,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,3.024261699163476e-06,2.184104691259563,2.7802034318447113,0.5158136151731014,0.0,14.215321809053421,3235431912,169059034,3404490946.0
20260721-194847-real-d3200-outer-partial_AB-ratio1-full,3,base_model.model.model.layers.0.self_attn.v_proj.lora.default,外积,partial_AB,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,3.4882804585571454e-06,2.104822869412601,2.692861419171095,0.5182906500995159,0.0,13.608225125819445,3235428561,169059034,3404487595.0
20260721-194847-real-d3200-outer-partial_AB-ratio1-full,4,base_model.model.model.layers.1.self_attn.k_proj.lora.default,外积,partial_AB,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,3.4905511509409906e-06,2.2094426453113556,2.805587060749531,0.5293834619224072,0.0,14.172840397804976,3235435390,169059034,3404494424.0
20260721-194847-real-d3200-outer-partial_AB-ratio1-full,5,base_model.model.model.layers.1.self_attn.o_proj.lora.default,外积,partial_AB,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.881787663227028e-06,2.2365201767534018,2.6673832088708878,0.5701901577413082,0.0,14.166771918535233,3235429661,169059034,3404488695.0
20260721-194847-real-d3200-outer-partial_AB-ratio1-full,6,base_model.model.model.layers.1.self_attn.q_proj.lora.default,外积,partial_AB,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,3.2766479901028733e-06,2.112210739403963,2.702686756849289,0.5333464033901691,0.0,13.61992209032178,3235433270,169059034,3404492304.0
20260721-194847-real-d3200-outer-partial_AB-ratio1-full,7,base_model.model.model.layers.1.self_attn.v_proj.lora.default,外积,partial_AB,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,3.0048543280208905e-06,2.1709678480401635,2.688530348241329,0.5346671640872955,0.0,13.820307355374098,3235429416,169059034,3404488450.0
20260721-194847-real-d3200-outer-partial_AB-ratio1-full,8,base_model.model.model.layers.10.self_attn.k_proj.lora.default,外积,partial_AB,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,3.837164331735491e-06,2.1391039518639445,2.5754019506275654,0.5609510838985443,0.0,13.615462724119425,3235433699,169059034,3404492733.0
20260721-194847-real-d3200-outer-partial_AB-ratio1-full,9,base_model.model.model.layers.10.self_attn.o_proj.lora.default,外积,partial_AB,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.081952447724115e-06,2.073451990261674,2.664982136338949,0.5266248025000095,0.0,13.436139076948166,3235424132,169059034,3404483166.0
