运行 ID,AB index,层/投影/AB 标识,方法,实验模式,部分加密比例,骨架优化,输出维度,输入维度,可行性,精度状态,备注,上传密文字节,上传明文字节,上传元数据字节,上传合计字节,下发密文字节,下发明文字节,下发元数据字节,下发合计字节,聚合阶段总网络字节
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,90,base_model.model.model.layers.6.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64188483,25202688,1829472,91220643,1180948,758520,457368,2396836,93617479.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,91,base_model.model.model.layers.6.self_attn.v_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64187931,25202688,1829472,91220091,1180948,758520,457368,2396836,93616927.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,26,base_model.model.model.layers.14.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64187887,25202688,1829472,91220047,1180948,758520,457368,2396836,93616883.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,21,base_model.model.model.layers.13.self_attn.o_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,warning,外积 CKKS skeleton,64187828,25202688,1829472,91219988,1180948,758520,457368,2396836,93616824.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,15,base_model.model.model.layers.11.self_attn.v_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64187673,25202688,1829472,91219833,1180948,758520,457368,2396836,93616669.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,58,base_model.model.model.layers.21.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,warning,外积 CKKS skeleton,64187523,25202688,1829472,91219683,1180948,758520,457368,2396836,93616519.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,83,base_model.model.model.layers.4.self_attn.v_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,warning,外积 CKKS skeleton,64187516,25202688,1829472,91219676,1180948,758520,457368,2396836,93616512.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,82,base_model.model.model.layers.4.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64187366,25202688,1829472,91219526,1180948,758520,457368,2396836,93616362.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,44,base_model.model.model.layers.19.self_attn.k_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64187313,25202688,1829472,91219473,1180948,758520,457368,2396836,93616309.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,10,base_model.model.model.layers.10.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,warning,外积 CKKS skeleton,64187249,25202688,1829472,91219409,1180948,758520,457368,2396836,93616245.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,35,base_model.model.model.layers.16.self_attn.v_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64186907,25202688,1829472,91219067,1180948,758520,457368,2396836,93615903.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,29,base_model.model.model.layers.15.self_attn.o_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64186674,25202688,1829472,91218834,1180948,758520,457368,2396836,93615670.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,36,base_model.model.model.layers.17.self_attn.k_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,warning,外积 CKKS skeleton,64186600,25202688,1829472,91218760,1180948,758520,457368,2396836,93615596.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,18,base_model.model.model.layers.12.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64186581,25202688,1829472,91218741,1180948,758520,457368,2396836,93615577.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,28,base_model.model.model.layers.15.self_attn.k_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64186524,25202688,1829472,91218684,1180948,758520,457368,2396836,93615520.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,72,base_model.model.model.layers.25.self_attn.k_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64186338,25202688,1829472,91218498,1180948,758520,457368,2396836,93615334.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,102,base_model.model.model.layers.9.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64186253,25202688,1829472,91218413,1180948,758520,457368,2396836,93615249.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,62,base_model.model.model.layers.22.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64186069,25202688,1829472,91218229,1180948,758520,457368,2396836,93615065.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,37,base_model.model.model.layers.17.self_attn.o_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64186025,25202688,1829472,91218185,1180948,758520,457368,2396836,93615021.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,6,base_model.model.model.layers.1.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64185976,25202688,1829472,91218136,1180948,758520,457368,2396836,93614972.0
