运行 ID,AB index,层/投影/AB 标识,方法,实验模式,部分加密比例,骨架优化,输出维度,输入维度,可行性,精度状态,备注,密文元素数,明文元素数,交叉块数值秩,交叉块条件数,逆方法
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,0,base_model.model.model.layers.0.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,10198.91720201572,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,1,base_model.model.model.layers.0.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,738113.7308546752,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,2,base_model.model.model.layers.0.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,22983.828575744174,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,3,base_model.model.model.layers.0.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,8301.506450365474,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,4,base_model.model.model.layers.1.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,1382.4090647283235,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,5,base_model.model.model.layers.1.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,32142.541830821785,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,6,base_model.model.model.layers.1.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,10081.46010639346,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,7,base_model.model.model.layers.1.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,9040.438928677468,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,8,base_model.model.model.layers.10.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,7031.866581900127,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,9,base_model.model.model.layers.10.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,4092.815784063447,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,10,base_model.model.model.layers.10.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,30779.977651289017,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,11,base_model.model.model.layers.10.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,12316.424878756874,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,12,base_model.model.model.layers.11.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,4381.756505703492,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,13,base_model.model.model.layers.11.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,73096.41210370582,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,14,base_model.model.model.layers.11.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,950.7778149238887,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,15,base_model.model.model.layers.11.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,36428.760403452674,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,16,base_model.model.model.layers.12.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,5942.3324862988875,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,17,base_model.model.model.layers.12.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,28707.041997931785,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,18,base_model.model.model.layers.12.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,3635.512494522606,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,19,base_model.model.model.layers.12.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,168509.1639323658,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,20,base_model.model.model.layers.13.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,2796.954693251588,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,21,base_model.model.model.layers.13.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,22412.373884355857,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,22,base_model.model.model.layers.13.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,2061.4002350182627,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,23,base_model.model.model.layers.13.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,96674.63296105195,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,24,base_model.model.model.layers.14.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,1405.5041900177614,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,25,base_model.model.model.layers.14.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,1651.8972203628166,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,26,base_model.model.model.layers.14.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,4738.03106053971,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,27,base_model.model.model.layers.14.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,7590.978119142715,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,28,base_model.model.model.layers.15.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,2422.8176490870655,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,29,base_model.model.model.layers.15.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,9951.680857156258,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,30,base_model.model.model.layers.15.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,3782.104450409802,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,31,base_model.model.model.layers.15.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,125695.73754501085,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,32,base_model.model.model.layers.16.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,7309.334584873759,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,33,base_model.model.model.layers.16.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,1934.3578051580844,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,34,base_model.model.model.layers.16.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,5024.859856886127,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,35,base_model.model.model.layers.16.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,3743.54150636348,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,36,base_model.model.model.layers.17.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,14988.784809848636,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,37,base_model.model.model.layers.17.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,1569.7024423817802,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,38,base_model.model.model.layers.17.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,11776.182370345367,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,39,base_model.model.model.layers.17.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,155743.19110556776,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,40,base_model.model.model.layers.18.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,7213.088860181675,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,41,base_model.model.model.layers.18.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,27454.218991111913,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,42,base_model.model.model.layers.18.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,2940.5713740018687,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,43,base_model.model.model.layers.18.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,36824.119434194974,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,44,base_model.model.model.layers.19.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,1096.6416304708587,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,45,base_model.model.model.layers.19.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,10841.958533593168,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,46,base_model.model.model.layers.19.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,1225.9201654601966,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,47,base_model.model.model.layers.19.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,2998.7444983525256,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,48,base_model.model.model.layers.2.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,5432.619185786688,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,49,base_model.model.model.layers.2.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,116943.60672789144,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,50,base_model.model.model.layers.2.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,5967.980287815553,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,51,base_model.model.model.layers.2.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,158288.69583493483,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,52,base_model.model.model.layers.20.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,6424.166418659486,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,53,base_model.model.model.layers.20.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,146721.21452507272,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,54,base_model.model.model.layers.20.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,2791.711567336289,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,55,base_model.model.model.layers.20.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,47673.17515992652,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,56,base_model.model.model.layers.21.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,809.1767256421424,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,57,base_model.model.model.layers.21.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,775066.5532777185,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,58,base_model.model.model.layers.21.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,31336.880648835908,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,59,base_model.model.model.layers.21.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,147099.61845116536,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,60,base_model.model.model.layers.22.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,725.3410876209679,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,61,base_model.model.model.layers.22.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,7443.968185280515,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,62,base_model.model.model.layers.22.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,21876.596090380015,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,63,base_model.model.model.layers.22.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,warning,外积 CKKS skeleton,5744,96400,16,9365878.918975852,inv
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,64,base_model.model.model.layers.23.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,可行,正常,外积 CKKS skeleton,5744,96400,16,9266.68316417956,inv
