运行 ID,AB index,层/投影/AB 标识,方法,实验模式,部分加密比例,骨架优化,输出维度,输入维度,可行性,精度状态,备注,相对 Frobenius 误差,客户端加密秒,服务端聚合秒,客户端解密秒,CUR 秒,任务总耗时秒,上传合计字节,下发合计字节,聚合阶段总网络字节
20260721-192828-real-d3200-outer-partial_A-ratio1-full,0,base_model.model.model.layers.0.self_attn.k_proj.lora.default,外积,partial_A,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.1357145818564316e-06,1.6020919159054756,1.8880400136113167,0.5080062821507454,0.0,10.631038874387741,3107269637,167245344,3274514981.0
20260721-192828-real-d3200-outer-partial_A-ratio1-full,1,base_model.model.model.layers.0.self_attn.o_proj.lora.default,外积,partial_A,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.342482965235485e-06,1.6418757224455476,2.146639660000801,0.6269675269722939,0.0,11.49237621575594,3107269291,167245344,3274514635.0
20260721-192828-real-d3200-outer-partial_A-ratio1-full,2,base_model.model.model.layers.0.self_attn.q_proj.lora.default,外积,partial_A,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.1595593248009284e-06,1.6286334116011858,2.0792253389954567,0.5841212086379528,0.0,11.299892142415047,3107278493,167245344,3274523837.0
20260721-192828-real-d3200-outer-partial_A-ratio1-full,3,base_model.model.model.layers.0.self_attn.v_proj.lora.default,外积,partial_A,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.4741694395525325e-06,1.5248233852908015,1.8955683521926403,0.6033764854073524,0.0,10.71154261007905,3107273542,167245344,3274518886.0
20260721-192828-real-d3200-outer-partial_A-ratio1-full,4,base_model.model.model.layers.1.self_attn.k_proj.lora.default,外积,partial_A,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.4873313896249842e-06,1.6843557516112924,1.7919472567737103,0.563979234546423,0.0,11.056391600519419,3107276238,167245344,3274521582.0
20260721-192828-real-d3200-outer-partial_A-ratio1-full,5,base_model.model.model.layers.1.self_attn.o_proj.lora.default,外积,partial_A,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.0583112968599516e-06,1.5487693985924125,1.9110494330525398,0.5467953979969025,0.0,10.688325211405754,3107268632,167245344,3274513976.0
20260721-192828-real-d3200-outer-partial_A-ratio1-full,6,base_model.model.model.layers.1.self_attn.q_proj.lora.default,外积,partial_A,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.329900307099345e-06,1.5073617501184344,1.8846342414617538,0.5562482662498951,0.0,10.51158818602562,3107270248,167245344,3274515592.0
20260721-192828-real-d3200-outer-partial_A-ratio1-full,7,base_model.model.model.layers.1.self_attn.v_proj.lora.default,外积,partial_A,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.14779740210969e-06,1.4358532540500164,1.7401138879358768,0.526925690472126,0.0,10.12874235585332,3107269111,167245344,3274514455.0
20260721-192828-real-d3200-outer-partial_A-ratio1-full,8,base_model.model.model.layers.10.self_attn.k_proj.lora.default,外积,partial_A,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.737165794442448e-06,1.4580761138349771,1.7105541564524174,0.5121035315096378,0.0,9.962574303150177,3107274293,167245344,3274519637.0
20260721-192828-real-d3200-outer-partial_A-ratio1-full,9,base_model.model.model.layers.10.self_attn.o_proj.lora.default,外积,partial_A,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,1.4781920656490424e-06,1.4421242652460933,1.8047839663922787,0.5082563608884811,0.0,10.010994281619787,3107273463,167245344,3274518807.0
20260721-192828-real-d3200-outer-partial_A-ratio1-full,10,base_model.model.model.layers.10.self_attn.q_proj.lora.default,外积,partial_A,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,2.9237072185225895e-06,1.3787539098411798,1.655623260885477,0.5078050307929516,0.0,9.570546459406614,3107275839,167245344,3274521183.0
20260721-192828-real-d3200-outer-partial_A-ratio1-full,11,base_model.model.model.layers.10.self_attn.v_proj.lora.default,外积,partial_A,1,关,3200,3200,可行,正常,外积 CKKS 完整矩阵,1.8453731365937634e-06,1.519184684380889,1.7395289316773415,0.526678342372179,0.0,10.252479299902916,3107275862,167245344,3274521206.0
