运行 ID,AB index,层/投影/AB 标识,方法,实验模式,部分加密比例,骨架优化,输出维度,输入维度,可行性,精度状态,备注,上传密文字节,上传明文字节,上传元数据字节,上传合计字节,下发密文字节,下发明文字节,下发元数据字节,下发合计字节,聚合阶段总网络字节
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,0,base_model.model.model.layers.0.self_attn.k_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64182456,25202688,1829472,91214616,1180948,758520,457368,2396836,93611452.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,1,base_model.model.model.layers.0.self_attn.o_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,warning,外积 CKKS skeleton,64179502,25202688,1829472,91211662,1180948,758520,457368,2396836,93608498.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,2,base_model.model.model.layers.0.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64181311,25202688,1829472,91213471,1180948,758520,457368,2396836,93610307.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,3,base_model.model.model.layers.0.self_attn.v_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64179202,25202688,1829472,91211362,1180948,758520,457368,2396836,93608198.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,4,base_model.model.model.layers.1.self_attn.k_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64184010,25202688,1829472,91216170,1180948,758520,457368,2396836,93613006.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,5,base_model.model.model.layers.1.self_attn.o_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64180181,25202688,1829472,91212341,1180948,758520,457368,2396836,93609177.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,6,base_model.model.model.layers.1.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64185976,25202688,1829472,91218136,1180948,758520,457368,2396836,93614972.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,7,base_model.model.model.layers.1.self_attn.v_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64181941,25202688,1829472,91214101,1180948,758520,457368,2396836,93610937.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,8,base_model.model.model.layers.10.self_attn.k_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64177417,25202688,1829472,91209577,1180948,758520,457368,2396836,93606413.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,9,base_model.model.model.layers.10.self_attn.o_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64184538,25202688,1829472,91216698,1180948,758520,457368,2396836,93613534.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,10,base_model.model.model.layers.10.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,warning,外积 CKKS skeleton,64187249,25202688,1829472,91219409,1180948,758520,457368,2396836,93616245.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,11,base_model.model.model.layers.10.self_attn.v_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64181274,25202688,1829472,91213434,1180948,758520,457368,2396836,93610270.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,12,base_model.model.model.layers.11.self_attn.k_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64184275,25202688,1829472,91216435,1180948,758520,457368,2396836,93613271.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,13,base_model.model.model.layers.11.self_attn.o_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64176778,25202688,1829472,91208938,1180948,758520,457368,2396836,93605774.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,14,base_model.model.model.layers.11.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64181087,25202688,1829472,91213247,1180948,758520,457368,2396836,93610083.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,15,base_model.model.model.layers.11.self_attn.v_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64187673,25202688,1829472,91219833,1180948,758520,457368,2396836,93616669.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,16,base_model.model.model.layers.12.self_attn.k_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64182608,25202688,1829472,91214768,1180948,758520,457368,2396836,93611604.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,17,base_model.model.model.layers.12.self_attn.o_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64184799,25202688,1829472,91216959,1180948,758520,457368,2396836,93613795.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,18,base_model.model.model.layers.12.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64186581,25202688,1829472,91218741,1180948,758520,457368,2396836,93615577.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,19,base_model.model.model.layers.12.self_attn.v_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,warning,外积 CKKS skeleton,64181469,25202688,1829472,91213629,1180948,758520,457368,2396836,93610465.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,20,base_model.model.model.layers.13.self_attn.k_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,warning,外积 CKKS skeleton,64182906,25202688,1829472,91215066,1180948,758520,457368,2396836,93611902.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,21,base_model.model.model.layers.13.self_attn.o_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,warning,外积 CKKS skeleton,64187828,25202688,1829472,91219988,1180948,758520,457368,2396836,93616824.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,22,base_model.model.model.layers.13.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64182047,25202688,1829472,91214207,1180948,758520,457368,2396836,93611043.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,23,base_model.model.model.layers.13.self_attn.v_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,warning,外积 CKKS skeleton,64181078,25202688,1829472,91213238,1180948,758520,457368,2396836,93610074.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,24,base_model.model.model.layers.14.self_attn.k_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64181759,25202688,1829472,91213919,1180948,758520,457368,2396836,93610755.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,25,base_model.model.model.layers.14.self_attn.o_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64182156,25202688,1829472,91214316,1180948,758520,457368,2396836,93611152.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,26,base_model.model.model.layers.14.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64187887,25202688,1829472,91220047,1180948,758520,457368,2396836,93616883.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,27,base_model.model.model.layers.14.self_attn.v_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64183820,25202688,1829472,91215980,1180948,758520,457368,2396836,93612816.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,28,base_model.model.model.layers.15.self_attn.k_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64186524,25202688,1829472,91218684,1180948,758520,457368,2396836,93615520.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,29,base_model.model.model.layers.15.self_attn.o_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64186674,25202688,1829472,91218834,1180948,758520,457368,2396836,93615670.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,30,base_model.model.model.layers.15.self_attn.q_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,正常,外积 CKKS skeleton,64181751,25202688,1829472,91213911,1180948,758520,457368,2396836,93610747.0
20260721-201248-real-d3200-outer-partial_AB-ratio1-skeleton,31,base_model.model.model.layers.15.self_attn.v_proj.lora.default,外积,partial_AB,1,开,3200,3200,可行,warning,外积 CKKS skeleton,64183750,25202688,1829472,91215910,1180948,758520,457368,2396836,93612746.0
